date	title	cat1	cat2	url	post_text
June 6, 2017	Enabling Closed Captions on Facebook Live Broadcasts	BEST PRACTICES		https://www.facebook.com/formedia/blog/enabling-closed-captions-on-facebook-live-broadcasts	
June 5, 2017	Asia Pacific News Literacy Group Identifies First Round of Projects to Fund under Facebook Journalism Project	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-journalism-project-scholarship	
June 5, 2017	Asia Pacific News Literacy Group Identifies First Round of Projects to Fund under Facebook Journalism Project	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/apac-news-literacy-group-funding	
June 5, 2017	Brut Shares How They Went From 0 to 80 Million Monthly Video Views In Just Six Months	SUCCESS STORIES		https://www.facebook.com/formedia/blog/brut-shares-how-they-went-from-0-to-80-million-monthly-video-views-in-just-six-months	
May 31, 2017	PBS Journalist Uses Live to Raise Funds in Honor of Gwen Ifill	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/gwen_ifill	
May 25, 2017	Instant Articles SDK Extension now Supports Google AMP, soon Apple News	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/instant-articles-sdk-extension-now-supports-google-amp-soon-apple-news	
May 22, 2017	Indian Publishers Engage New Audiences Through Instant Articles	SUCCESS STORIES		https://www.facebook.com/formedia/blog/indian-publishers-engage-new-audiences-through-instant-articles	
May 19, 2017	Facebook Improves News Feed Integrity	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-news-integrity-initiative-announcement	
May 16, 2017	Tennis TV's Video Strategy Increases Fan Engagement	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/tennisTV	
April 27, 2017	Facebook Develops Training and Support for Local Newsrooms	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-training-support-local-newsrooms	
April 27, 2017	Delivering Training and Support to Local Newsrooms	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/delivering-training-and-support-to-local-newsrooms	
April 27, 2017	Improvements to Rights Manager	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/improvements-to-rights-manager	
April 26, 2017	Sakal News Changes Content Strategy to Increase Reach and Engagement	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/sakal	
April 10, 2017	Introducing the Facebook for Journalists Certificate	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-the-facebook-for-journalists-certificate	
April 10, 2017	Improvements to Video Metrics in Page Insights	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/improvements-to-video-metrics-in-page-insights	
April 7, 2017	Working to Stop Misinformation and False News	BEST PRACTICES		https://www.facebook.com/formedia/blog/working-to-stop-misinformation-and-false-news	
April 7, 2017	Launching Call-to-Action Units for Instant Articles	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/launching-call-to-action-units-for-instant-articles	
April 6, 2017	A New Educational Tool Against Misinformation	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/a-new-educational-tool-against-misinformation	
April 2, 2017	Introducing the Facebook for Journalists Certificate	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-the-news-integrity-initiative	
March 30, 2017	Fundraising with Facebook Live	BEST PRACTICES		https://www.facebook.com/formedia/blog/fundraising-with-facebook-live	
March 30, 2017	Bringing Branded Content to More Pages	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/bringing-branded-content-to-more-pages	
March 30, 2017	12 Tips to Use Facebook Live to Fundraise	BEST PRACTICES		https://www.facebook.com/formedia/blog/12-tips-to-use-facebook-live-to-fundraise	
March 29, 2017	Bringing Live 360 to everyone	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/bringing-live-360-to-everyone	
March 22, 2017	Animal Planet Takes Millions #InsideTheZoo With Facebook Live	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/animal-planet	
March 17, 2017	Drive Reach and Referrals Without Clickbait	BEST PRACTICES		https://www.facebook.com/formedia/blog/drive-reach-and-referrals-without-clickbait	
March 15, 2017	Tips for Using Facebook Live	BEST PRACTICES		https://www.facebook.com/formedia/blog/tips-for-using-live	
March 14, 2017	The Live Blog: March 14, 2017	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/the-live-blog-march-14-2017	
March 12, 2017	Facebook Live for Authors	BEST PRACTICES		https://www.facebook.com/formedia/blog/facebook-live-for-authors	
March 10, 2017	March Madness 2017	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/march-madness-2017	
March 9, 2017	Instant Articles: More Monetization Control and Flexibility	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/instant-articles-more-monetization-control-and-flexibility	
March 6, 2017	The Amazing Race Asia Uses Facebook Live to Engage TV Viewers	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/amazingrace-asia	
February 23, 2017	An Update on Video Monetization	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/an-update-on-video-monetization	
February 6, 2017	Super Bowl LI on Facebook and Instagram	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/super-bowl-li-on-facebook-and-instagram	
January 25, 2017	Branded Content Case Study: NowThis with Kleenex	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/brandedcontent-nowthis	
January 18, 2017	Branded Content Drives Business Results on Facebook	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/branded-content-drives-results	
January 15, 2017	Addressing Fake News Globally	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/addressing-fake-news-globally	
January 15, 2017	Facebook Addresses Fake News Globally	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-addresses-fake-news-globally	
January 11, 2017	Introducing the Facebook Journalism Project	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-facebook-journalism-project	
January 11, 2017	Live Updates for Publishers	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/live-updates-for-publishers	
January 11, 2017	Introducing: The Facebook Journalism Project	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-the-facebook-journalism-project	
December 21, 2016	Facebook Live Updates for Mentions	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/facebook-live-updates-for-mentions	
December 20, 2016	Introducing Live Audio	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-live-audio	
December 20, 2016	The Live Blog: December 20, 2016	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/the-live-blog-december-20-2016	
December 16, 2016	Global News Publishers Find Success with Facebook LIVE	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/globalnews-live	
December 12, 2016	Introducing Live 360	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-live-360	
December 1, 2016	How Instant Articles Benefits Local News	SUCCESS STORIES		https://www.facebook.com/formedia/blog/how-instant-articles-benefits-local-news	
November 7, 2016	Trends: Facebook Live and Sports Publishers	SUCCESS STORIES		https://www.facebook.com/formedia/blog/trends-facebook-live-and-sports-publishers	
November 1, 2016	Billy Penn: How Instant Articles Benefits Local News	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/billy-penn-how-instant-articles-benefits-local-news	
October 18, 2016	Scheduling a Live Broadcast Via the Live API	BEST PRACTICES		https://www.facebook.com/formedia/blog/scheduling-a-live-broadcast-via-the-live-api	
October 17, 2016	Signal to Now Include Live Video For Journalists	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/signal-to-now-include-live-video-for-journalists	
October 12, 2016	Instant Articles: More Monetization Options, More Value	SUCCESS STORIES		https://www.facebook.com/formedia/blog/instant-articles-more-monetization-options-more-value	
October 7, 2016	Introducing Spatial Audio for 360 Videos on Facebook	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-spatial-audio-for-360-videos-on-facebook	
October 6, 2016	Trends: Facebook Live and News Publishers	SUCCESS STORIES		https://www.facebook.com/formedia/blog/trends-facebook-live-and-news-publishers	
September 28, 2016	Keep Your Facebook Information Secure	BEST PRACTICES		https://www.facebook.com/formedia/blog/keep-your-facebook-information-secure	
September 23, 2016	Tips for Politicians and Campaigns	BEST PRACTICES		https://www.facebook.com/formedia/blog/tips-for-politicians-and-campaigns	
September 8, 2016	Announcing New Features for Crossposting Video	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/announcing-new-features-for-crossposting-video	
August 10, 2016	New Publisher Tools for 360 Video	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/new-publisher-tools-for-360-video	
August 10, 2016	New Video Metrics: Understand the Audience and Engagement of Your Facebook Videos	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/new-video-metrics-understand-the-audience-and-engagement-of-your-facebook-videos	
July 14, 2016	Introducing Instant Articles in Messenger	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-instant-articles-in-messenger	
July 7, 2016	Facebook Live Videos from MSQRD	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/facebook-live-videos-from-msqrd	
June 17, 2016	Branded Content in Instant Articles	BEST PRACTICES		https://www.facebook.com/formedia/blog/branded-content-in-instant-articles	
June 9, 2016	Introducing 360 Photos on Facebook	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-360-photos-on-facebook	
May 23, 2016	The Live Blog: May 23, 2016	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/the-live-blog-may-23-2016	
April 12, 2016	Introducing Rights Manager	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-rights-manager	
April 12, 2016	Instant Articles Now Open to All Publishers	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/instant-articles-now-open-to-all-publishers	
April 12, 2016	Introducing the Facebook Live API	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-the-facebook-live-api	
April 12, 2016	Facebook 360 Updates and introducing Surround 360	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/facebook-360-updates-and-introducing-surround-360	
April 12, 2016	Crossposted Videos and Total Performance Insights	BEST PRACTICES		https://www.facebook.com/formedia/blog/crossposted-videos-and-total-performance-insights	
April 11, 2016	Better Practices for 360	BEST PRACTICES		https://www.facebook.com/formedia/blog/better-practices-for-360	
April 8, 2016	Updates to our Branded Content Policy	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/updates-to-our-branded-content-policy	
April 7, 2016	Big Brother Brazil: The show continues on Facebook	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/big-brother-brazil-the-show-continues-on-facebook	
April 6, 2016	Introducing New Metrics for Live Video	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-new-metrics-for-live-video	
April 5, 2016	Jorge Ramos Covers U.S. Elections on Facebook Live	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/jorge-ramos	
April 5, 2016	ICC World Twenty20 2016 on Facebook and Instagram	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/icc-world-twenty20-2016-on-facebook-and-instagram	
March 31, 2016	The World Cultural Festival on Facebook	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/the-world-cultural-festival-on-facebook	
March 24, 2016	Video Metrics Update: New Daily Video Breakdowns	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/video-metrics-update-new-daily-video-breakdowns	
March 21, 2016	Use #Hashtags on Facebook	BEST PRACTICES		https://www.facebook.com/formedia/blog/using-hashtags-on-facebook	
March 14, 2016	Premier Boxing Champions Doubles Audience and Enjoys Drastic Reduction in Cost Per View	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/premier-boxing-champions-double-audience	
March 7, 2016	Introducing a WordPress Plugin for Instant Articles	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/instant-articles-wordpress-plugin	
February 19, 2016	Poland's President Utilizes Facebook Live	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/poland-president-utilizes-facebook-live	
February 18, 2016	Updates to Video Metrics in Page Insights	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/updates-to-video-metrics-in-page-insights	
January 21, 2016	Introducing Audience Optimization for Publishers	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-audience-optimization-for-publishers	
January 12, 2016	Tips for Uploading Full Episodes to Facebook	BEST PRACTICES		https://www.facebook.com/formedia/blog/uploading-full-episodes	
December 30, 2015	ABC Family's Most Engaging "25 Days of Christmas" on Facebook & Instagram	ANNOUNCEMENTS	MEDIA	https://www.facebook.com/facebookmedia/success-stories/abcfamily_engaging_25daysofChristmas	
December 22, 2015	Most Popular 360 Videos on Facebook	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/most-popular-360-videos-on-facebook	
December 17, 2015	Introducing Live for Verified Pages	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-live-for-verified-pages	
December 15, 2015	Tips for Athletes and Sports Figures	BEST PRACTICES		https://www.facebook.com/formedia/blog/tips-for-athletes-and-sports-figures	
December 9, 2015	Understanding How Your Videos Perform on Facebook	BEST PRACTICES		https://www.facebook.com/formedia/blog/understanding-how-your-videos-perform-on-facebook	
December 7, 2015	Moderate Your Facebook Page	BEST PRACTICES		https://www.facebook.com/formedia/blog/moderating-your-facebook-page	
December 7, 2015	Tips for Causes and Nonprofits	BEST PRACTICES		https://www.facebook.com/formedia/blog/tips-for-causes-and-nonprofits	
December 4, 2015	Brazil's Esporte Interativo Creates New Audience for Videos on Facebook	ANNOUNCEMENTS	MEDIA	https://www.facebook.com/facebookmedia/success-stories/esporte-interativo	
June 30, 2021	Benjamin Watson Becomes a Thought Leader	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/benjamin-watson-becomes-thought-leader	
November 11, 2015	Introducing Notify: A Notifications App from Facebook	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-notify-a-notifications-app-from-facebook	
